Name,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
Homefront,70,36,5.5,531,0.24
Corvette,53,4,8.6,12,0.24
Percy Jackson and the Olympians: The Lightning Thief,56,6,6.9,12,0.24
Fuel,67,44,7.4,36,0.24
NBA Live 10,64,4,4.2,10,0.24
Burnout 2: Point of Impact,88,23,5.1,23,0.24
Super Monkey Ball Deluxe,78,25,7.7,13,0.24
Kill.Switch,75,26,8,7,0.24
BioShock 2,88,36,8,1247,0.24
Lunar: Silver Star Harmony,80,26,7.7,47,0.24
Peter Jackson's King Kong: The Official Game of the Movie,81,30,8.3,8,0.24
Dancing With The Stars,42,5,6.2,5,0.24
The Simpsons: Road Rage,67,16,7.7,12,0.24
Dynasty Warriors 7,58,22,8,46,0.24
Total War: Attila,80,66,7.3,520,0.24
Azurik: Rise of Perathia,52,26,8.5,14,0.24
Dragon Ball Z: Sagas,51,11,6.1,8,0.24
AC/DC LIVE: Rock Band Track Pack,60,12,5.3,14,0.24
Crash Tag Team Racing,68,9,7.1,25,0.24
Asura's Wrath,71,54,6.5,131,0.24
Harvest Moon: Another Wonderful Life,70,12,9.2,60,0.24
Final Fantasy Fables: Chocobo Tales,75,42,7.4,28,0.24
NCAA College Basketball 2K3,83,17,8,6,0.24
NHL 17,77,23,4,38,0.24
Bakugan: Battle Brawlers,60,16,5.2,9,0.24
Fantastic 4,61,32,4,6,0.24
Tony Hawk's American Sk8land,64,7,5.4,5,0.24
Singularity,77,48,7.7,100,0.24
Metro 2033,81,40,8.1,1472,0.24
Valhalla Knights,53,29,6.3,15,0.24
The Adventures of Tintin: The Game,63,35,6.1,12,0.24
Etrian Mystery Dungeon,77,44,7.9,49,0.24
Zumba Fitness: World Party,73,5,6.2,40,0.24
Luminous Arc,70,25,7,24,0.24
4x4 EVO 2,59,15,6.2,5,0.24
Grand Theft Auto,68,33,7.1,23,0.24
Avalon Code,71,29,7.4,13,0.24
Dreamcast Collection,53,31,5.2,10,0.24
Resident Evil Archives: Resident Evil Zero,62,17,8.2,37,0.24
Rocket League,87,22,8.3,194,0.24
My Street,46,21,3.9,14,0.24
Spider-Man: Shattered Dimensions,75,13,7.7,15,0.24
Ghost Rider,49,17,5.7,13,0.24
Shadow Hearts: Covenant,85,49,9.1,54,0.24
X-Men: Destiny,50,33,4.8,37,0.24
Driver '76,57,28,7.9,18,0.24
Harry Potter and the Order of the Phoenix,67,35,6.6,25,0.24
Midway Arcade Treasures: Extended Play,63,24,7.8,8,0.24
Dynasty Warriors 6 Empires,59,24,7.3,28,0.24
The Testament of Sherlock Holmes,65,16,7.4,34,0.24
FIFA World Cup Germany 2006,77,22,8.4,9,0.24
NBA Live 14,43,25,2.7,175,0.24
G.I. Joe: The Rise of Cobra,42,59,4.7,22,0.24
Game of Thrones,53,14,5.5,81,0.24
LEGO Marvel's Avengers,69,4,6.8,15,0.24
PDC World Championship Darts 2008,51,18,5.4,7,0.24
X-Men: Destiny,47,51,5,72,0.24
Pro Evolution Soccer 2014,80,23,4.3,113,0.24
Pure Futbol,46,12,7.5,30,0.24
Afro Samurai,65,70,6.2,57,0.24
Ar tonelico Qoga: Knell of Ar Ciel,61,27,5.4,101,0.24
NASCAR 08,56,9,8.2,9,0.24
Broken Sword: Shadow of the Templars - The Director's Cut,74,29,8.1,14,0.24
Divinity II: Ego Draconis,62,37,6.4,36,0.24
Birds of Steel,73,27,8.4,18,0.23
DC Universe Online,72,27,6.8,243,0.23
Bakugan: Battle Brawlers,63,10,8.2,5,0.23
Naruto: Path of the Ninja 2,62,18,7.5,6,0.23
Karaoke Revolution Volume 2,76,26,7,4,0.23
Prince of Persia: The Forgotten Sands,77,24,8.1,31,0.23
Disney's A Christmas Carol,66,7,6.5,4,0.23
NBA Live 15,59,24,5.6,86,0.23
NASCAR Thunder 2004,85,14,9.1,15,0.23
Buffy the Vampire Slayer,79,30,9.1,31,0.23
Harry Potter and the Goblet of Fire,68,26,5.8,10,0.23
Sands of Destruction,63,20,7.9,18,0.23
Harry Potter and the Goblet of Fire,68,15,6,6,0.23
Viva Pinata: Party Animals,56,42,6.2,18,0.23
World Series Baseball,85,20,8.8,6,0.23
Test Drive: Eve of Destruction,73,34,9.1,23,0.23
Dynasty Warriors: Gundam Reborn,64,35,7.5,25,0.23
Hatsune Miku: Project Diva f,81,10,8,90,0.23
The Legend of Heroes: Trails of Cold Steel,77,20,7.5,132,0.23
Jeremy McGrath Supercross World,35,9,3.4,16,0.23
The Scorpion King: Rise of the Akkadian,47,12,7.2,6,0.23
The Club,72,42,6.5,15,0.23
Meteos,88,49,7.5,164,0.23
Star Wars Jedi Knight II: Jedi Outcast,75,17,7.8,19,0.23
Tom Clancy's Splinter Cell,89,19,8.7,25,0.23
Virtua Tennis 4,70,37,6.2,12,0.23
ESPN NHL Hockey,90,19,7,22,0.23
DiRT Showdown,75,53,6.4,53,0.23
The Incredible Hulk: Ultimate Destruction,84,47,8,22,0.23
Gundam Battle Assault,61,4,7.8,4,0.23
XCOM 2,88,104,7.1,1221,0.23
Tony Hawk's Downhill Jam,69,42,6.2,13,0.23
Cross Edge,52,32,7.2,82,0.23
The Lord of the Rings: Aragorn's Quest,58,21,7.8,5,0.23
Tribes: Aerial Assault,73,23,8.8,47,0.23
Looney Tunes: Acme Arsenal,27,7,5.1,14,0.23
Madagascar: Escape 2 Africa,58,13,6.8,4,0.23
NBA 2K6,81,33,8.6,31,0.23
NASCAR 08,57,21,5,14,0.23
Mafia,66,33,7.7,22,0.23
Grand Slam Tennis 2,73,36,5.2,17,0.23
Dynasty Warriors: Strikeforce,59,18,5.7,12,0.23
Airblade,70,18,5.8,12,0.23
Epic Mickey 2: The Power of Two,57,14,5.6,46,0.23
Carnival Island,66,25,5.2,5,0.23
Tom Clancy's Rainbow Six: Siege,79,37,6.9,734,0.23
Genji: Dawn of the Samurai,74,49,8.3,19,0.23
The Italian Job,55,18,6.3,4,0.23
TrackMania: Build to Race,74,17,6.8,5,0.23
Ultimate Band,59,17,5.5,4,0.23
Freedom Fighters,82,23,8.2,23,0.23
Soldier of Fortune II: Double Helix,61,26,6.5,13,0.23
Lunar Knights,82,39,7.8,25,0.23
Final Fantasy XI: Treasures of Aht Urhgan,87,4,7.1,13,0.23
WWE All Stars,71,12,7.4,7,0.23
Alundra,86,9,9,41,0.23
Mortal Kombat: Armageddon,71,29,8.4,33,0.23
Madden NFL 13,75,9,6.7,30,0.23
Transformers: Devastation,77,50,7.5,160,0.23
BlowOut,58,12,6.2,5,0.23
NFL Blitz Pro,73,20,8.5,14,0.23
Tiger Woods PGA Tour 2003,90,10,8,5,0.23
Pinball Hall of Fame: The Gottlieb Collection,73,27,8.1,13,0.23
Disgaea: Afternoon of Darkness,87,37,8.2,69,0.23
Toukiden Kiwami,82,5,8.6,42,0.23
SSX On Tour,79,23,8.1,44,0.23
Rune Factory: Tides of Destiny,55,12,7.9,44,0.23
Ys Seven,79,27,8.5,65,0.23
Lumines: Electronic Symphony,83,65,7.8,85,0.23
Tony Hawk's Proving Ground,79,21,6.7,6,0.23
The Polar Express,39,10,4.3,6,0.23
AC/DC LIVE: Rock Band Track Pack,63,16,4.9,10,0.23
Valhalla Knights 2,50,13,5.4,13,0.23
Spec Ops: The Line,76,16,8.2,1237,0.23
Saint Seiya: Sanctuary Battle,62,14,7.3,34,0.23
NBA ShootOut 2003,62,22,5.9,8,0.23
Need For Speed: Undercover,59,7,6.7,6,0.23
Rogue Ops,61,26,9.2,6,0.23
Killer is Dead,64,39,7.9,215,0.23
F1 2014,64,14,4.1,20,0.23
Legion: The Legend of Excalibur,51,21,7,6,0.22
Spartan: Total Warrior,74,33,8.4,65,0.22
Justice League Heroes,72,13,7.8,5,0.22
Conflict: Vietnam,60,40,7.3,9,0.22
Whirl Tour,58,9,7,5,0.22
NBA Street: Showdown,75,25,8.5,15,0.22
pro evolution soccer 2011,78,9,5.4,7,0.22
Skies of Arcadia Legends,84,31,9.2,95,0.22
Breath of Fire,79,17,8.8,9,0.22
Risen 2: Dark Waters,69,51,5.6,751,0.22
NCAA Football 2005,88,18,9,5,0.22
Hamtaro: Ham-Ham Games,77,20,7.8,6,0.22
Soul Sacrifice Delta,82,24,8.4,125,0.22
NASCAR 2011: The Game,42,5,3.1,9,0.22
Spider-Man: Edge of Time,58,43,7.2,29,0.22
Ride,66,30,7,47,0.22
Spirit Camera: The Cursed Memoir,54,35,6.1,28,0.22
Galactic Wrestling: Featuring Ultimate Muscle,61,12,8,5,0.22
FaceBreaker K.O. Party,61,15,5.6,7,0.22
Dino Stalker,50,18,6.3,8,0.22
Mega Man Zero 3,77,21,9,22,0.22
Super Swing Golf,72,44,7.8,15,0.22
G-Force,68,22,7.6,7,0.22
Luminous Arc 2,73,19,7.7,14,0.22
Shinobi,69,33,7.3,33,0.22
Tony Hawk's Downhill Jam,76,34,7,7,0.22
Risen 2: Dark Waters,47,13,5.2,37,0.22
Age of Empires: The Age of Kings,80,38,7.9,59,0.22
MotoGP 09/10,70,42,5.4,28,0.22
The Lord of the Rings: The Third Age,67,7,8.5,12,0.22
Dinosaur King,61,13,8,9,0.22
The Suffering,77,44,8.8,23,0.22
Tetris Worlds,47,10,5.6,8,0.22
The Sims 4: Get Together,72,16,7.3,117,0.22
Viewtiful Joe 2,86,39,8.3,19,0.22
LEGO Harry Potter: Years 5-7,80,5,8.5,44,0.22
Child of Eden,81,21,7.8,25,0.22
Touch the Dead,56,31,5.6,5,0.22
Nickelodeon Party Blast,19,4,4.3,7,0.22
Jackass the Game,58,21,7,12,0.22
Ragnarok DS,53,19,5.8,17,0.22
Shellshock: Nam '67,58,37,7,14,0.22
Magna Carta: Tears of Blood,66,34,7,22,0.22
All-Star Baseball 2002,66,17,5.6,9,0.22
Capcom vs. SNK,80,17,9,24,0.22
Pinball Hall of Fame: The Williams Collection,82,16,7.9,8,0.22
Aliens vs Predator: Requiem,49,34,5.6,19,0.22
Dishonored 2,88,22,6.8,156,0.22
Asphalt: Injection,49,33,4.8,28,0.22
From Russia With Love,70,20,8.5,13,0.22
Guitar Hero: Smash Hits,69,6,8.3,6,0.22
NBA Live 09 All-Play,51,11,5.9,14,0.22
NFL Quarterback Club 2002,67,12,7.8,6,0.22
NCAA Basketball 09,70,23,5.6,8,0.22
Shin Megami Tensei: Persona,78,30,8,47,0.22
Lords of the Fallen,71,13,6.7,166,0.22
LEGO The Lord of the Rings,80,6,8.2,127,0.22
Growlanser: Heritage of War,60,7,7.9,9,0.22
Ben 10 Alien Force: Vilgax Attacks,61,9,8.3,4,0.22
Rugby 2004,61,13,6.8,65,0.22
Senran Kagura 2: Deep Crimson ,58,28,6.8,56,0.22
NBA 06,72,19,5.4,8,0.22
KORG DS-10 Synthesizer,82,11,8.2,13,0.22
Naruto: Ninja Council,60,12,7.1,9,0.22
Tropico 3,75,33,6.6,22,0.22
Deadly Creatures,72,45,8.8,36,0.22
Naruto Shippuden: Ultimate Ninja Storm Revolution,62,11,7.3,44,0.22
Dead Island,80,24,6.8,1428,0.22
NFL 2K3,92,24,8.3,15,0.22
Hunted: The Demon's Forge,61,59,6,116,0.22
Britney's Dance Beat,53,14,7.4,5,0.22
Shrek SuperSlam,70,11,7.8,6,0.22
Full Auto,70,63,7.8,36,0.22
Herdy Gerdy,69,24,5,12,0.22
Afrika,63,12,6.2,34,0.22
Over G Fighters,49,36,6,49,0.21
Angry Birds Star Wars,47,5,2,87,0.21
Hot Shots Tennis: Get a Grip,80,27,8,17,0.21
Star Wars: The Force Unleashed II,43,5,4,5,0.21
The Dukes of Hazzard: Return of the General Lee,52,17,6.8,8,0.21
Crash 'N' Burn,63,17,8,7,0.21
NBA,57,25,6.9,14,0.21
Disaster Report,66,28,8,7,0.21
Armored Core V,68,37,7.2,37,0.21
College Hoops 2K7,82,22,8.2,12,0.21
Rampage: Total Destruction,46,21,5.6,19,0.21
The Bard's Tale,76,44,8.6,14,0.21
Robotech: The Macross Saga,61,8,6.5,4,0.21
Yu Yu Hakusho: Dark Tournament,56,15,8.5,18,0.21
Conflict Zone,47,7,7.4,8,0.21
Code Name: S.T.E.A.M.,69,69,7.7,125,0.21
The Bureau: XCOM Declassified,68,30,6.7,118,0.21
Star Wars: Battlefront,72,19,3.5,1509,0.21
BloodRayne,76,20,7.5,6,0.21
NHL 2K6,83,32,7.5,26,0.21
Hannah Montana: The Movie,25,4,3.8,48,0.21
Tenchu: Return From Darkness,70,55,7,6,0.21
World Poker Tour,60,17,8.6,5,0.21
Neo Contra,65,37,7.1,8,0.21
MVP Baseball,67,21,7.7,16,0.21
Tony Hawk's American Sk8land,84,31,8.7,55,0.21
Viewtiful Joe 2,85,29,7.7,17,0.21
The BIGS 2,76,31,6.2,35,0.21
Quake III: Revolution,84,18,7.2,11,0.21
Pac-Man World 3,63,22,5.2,13,0.21
50 Cent: Blood on the Sand,71,54,6.4,64,0.21
Journey,92,78,8.8,1381,0.21
SBK X: Superbike World Championship,73,4,7.5,4,0.21
Robotech: Battlecry,74,22,7,10,0.21
Dragon Ball: Fusions,68,12,7.6,16,0.21
Madden NFL 07,70,9,6.5,10,0.21
HBO Boxing,26,7,4,5,0.21
Bass Pro Shops: The Strike,63,4,5.8,5,0.21
Darkwatch,75,43,8.1,21,0.21
Disgaea D2: A Brighter Darkness,74,37,8.1,61,0.21
Maximo vs Army of Zin,83,46,7.8,13,0.21
Assassin's Creed Syndicate,74,14,5.9,544,0.21
Summoner 2,76,20,8.3,22,0.21
Shadow of Destiny,78,18,8.2,19,0.21
Ninja Gaiden: Dragon Sword,83,52,7.8,36,0.21
Cabela's Deer Hunt: 2004 Season,65,5,8.4,16,0.21
World of Final Fantasy,77,5,8.6,46,0.21
Danganronpa Another Episode: Ultra Despair Girls,72,35,8.4,77,0.21
Pro Evolution Soccer 2012,79,9,7,12,0.21
The Legend of Spyro: The Eternal Night,60,8,6.4,15,0.21
The Wolf Among Us,83,6,8.4,259,0.21
Cursed Mountain,67,51,7.6,33,0.21
Age of Empires: Mythologies,78,28,6.9,20,0.21
SBK Superbike World Championship,63,17,8,6,0.21
Bionicle,47,5,4.2,5,0.21
Heroes of Ruin,69,53,7.4,50,0.21
A Boy and His Blob,80,43,8.7,35,0.21
Baja: Edge of Control,61,21,5,11,0.21
G.I. Joe: The Rise of Cobra,43,32,4.8,13,0.21
UFC Undisputed 2010,74,27,7,13,0.21
World Series of Poker,37,6,6.4,20,0.21
Rayman Raving Rabbids,67,16,7.3,19,0.21
Deus Ex: The Conspiracy,81,25,8.9,49,0.21
Unreal II: The Awakening,64,27,5.3,20,0.21
Rumble Racing,85,17,8.2,9,0.21
Spider-Man: Web of Shadows,69,4,4.1,16,0.21
Vampire Rain,38,45,2.9,44,0.21
Batman Begins,65,56,7.1,21,0.21
NBA Live 15,53,9,6.8,53,0.21
JSRF: Jet Set Radio Future,88,36,8.2,102,0.21
NHL Hitz 20-02,79,13,8.7,7,0.21
Way of the Samurai 3,55,22,6.8,16,0.21
NCAA Football 2003,91,11,8.1,9,0.21
Hitman: HD Trilogy,71,20,7.6,46,0.21
J Stars Victory Vs.,74,5,7.9,29,0.21
de Blob 2,74,50,7.1,34,0.21
ESPN Winter X Games: Snowboarding 2002,64,14,7.9,8,0.21
Final Fantasy Fables: Chocobo's Dungeon,76,34,8,20,0.21
Project: Snowblind,78,54,8.3,23,0.21
Prison Break: The Conspiracy,40,37,4.7,19,0.21
You Don't Know Jack,81,5,7.7,6,0.21
Mortal Kombat: Special Forces,28,7,2.4,17,0.21
Mega Man Legacy Collection,77,27,7.1,26,0.21
The Last Airbender,53,4,6.6,5,0.21
NCAA March Madness 07,67,33,7.1,15,0.21
StokEd,68,34,8.6,19,0.21
Evil Dead: Regeneration,68,26,8.5,8,0.21
Defiance,64,40,6.5,661,0.21
NHL 2003,80,12,7.9,12,0.21
Tiger Woods PGA Tour,78,25,7.4,14,0.21
NHL 2K3,89,25,7.8,17,0.21
You Don't Know Jack,82,23,7.9,29,0.21
Final Fight One,82,16,7.8,8,0.21
Tony Hawk's Pro Skater 5,32,43,1.5,427,0.21
MLB 10: The Show,79,11,6.6,8,0.21
Gallop Racer 2003: A New Breed,68,16,8.5,15,0.21
Frogger 3D,54,11,5.5,8,0.21
Blue Dragon Plus,69,46,6.5,15,0.21
BeyBlade VForce: Super Tournament Battle,33,6,7.5,18,0.21
Dead to Rights: Retribution,61,64,7,34,0.21
Dragon Ball Z: Sagas,48,11,6.6,11,0.21
X2: Wolverine's Revenge,58,27,6.4,9,0.21
Power Rangers: Wild Force,55,4,6.9,8,0.21
Tenchu: Shadow Assassins,70,35,7.8,24,0.21
Lost Planet 3,61,30,5.5,102,0.21
Beyblade G-Revolution,40,5,7.8,5,0.2
Capcom Fighting Evolution,57,33,4.8,5,0.2
Assassin's Creed The Ezio Collection,72,32,7.4,49,0.2
God of War Collection,73,28,7.4,133,0.2
Anarchy Reigns,71,35,8.2,106,0.2
Mobile Suit Gundam: Crossfire,33,31,5.1,47,0.2
Suikoden Tactics,68,31,8.6,17,0.2
NCAA March Madness 06,76,21,7.2,5,0.2
Sniper: Ghost Warrior 2,52,33,5.7,110,0.2
EVE Online,69,22,7.5,280,0.2
Phantasy Star Online,89,21,9.1,33,0.2
Crazy Taxi 3: High Roller,69,33,8.5,13,0.2
Midnight Club 3: DUB Edition Remix,87,16,5.3,18,0.2
Thrillville,72,13,2.8,39,0.2
"Warhammer 40,000: Space Marine",74,34,7.4,596,0.2
The King of Fighters Collection: The Orochi Saga,67,14,8.5,4,0.2
Disney's Planes,51,10,5.3,9,0.2
Zombie Army Trilogy,62,26,6.8,88,0.2
MLB SlugFest 20-03,79,9,7.8,5,0.2
The Con,63,37,7.3,16,0.2
Pitfall: The Lost Expedition,70,34,8.9,12,0.2
Need for Speed Carbon: Own the City,70,6,7.5,15,0.2
Enchanted Arms,64,23,5.9,40,0.2
Le Mans 24 Hours,75,19,7.6,9,0.2
The Witch and the Hundred Knight,53,44,7.5,80,0.2
Dragon Ball Z: Harukanaru Densetsu,57,16,6.2,10,0.2
Harvest Moon: More Friends of Mineral Town,82,8,9.2,40,0.2
X2: Wolverine's Revenge,72,8,7.2,5,0.2
NBA 2K2,90,17,7.6,5,0.2
Code of Princess,67,38,7.6,73,0.2
Major League Baseball 2K11,72,13,6.3,9,0.2
Dark Messiah of Might and Magic Elements,52,27,7,48,0.2
Planet 51,53,6,5.8,4,0.2
Dead to Rights II,51,32,5.3,7,0.2
FIFA 16,81,10,4.4,296,0.2
NBA Live 14,36,14,3.1,88,0.2
Kung Fu Rider,36,45,3.7,21,0.2
DarkStar One: Broken Alliance,63,33,7.2,19,0.2
Dragon Ball: Xenoverse 2,73,8,7.3,29,0.2
WRC: FIA World Rally Championship,68,24,4.5,4,0.2
Odin Sphere: Leifthrasir,87,49,8.2,178,0.2
Ty the Tasmanian Tiger 2: Bush Rescue,70,20,8.6,11,0.2
Body and Brain Connection,57,33,4.8,4,0.2
Dragon Ball: Revenge of King Piccolo,65,25,7.3,15,0.2
Warriors Orochi,62,13,6.6,10,0.2
MVP Baseball 2003,82,18,9,9,0.2
Monster Jam,43,9,6.4,5,0.2
Infinite Space,75,46,9,61,0.2
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",72,31,6,6,0.2
NBA 07,68,24,7,5,0.2
Two Worlds II,76,31,6.5,315,0.2
IHRA Drag Racing 2004,40,5,7.4,7,0.2
The Legend of Heroes: Trails of Cold Steel,86,12,7.7,128,0.2
Clive Barker's Jericho,60,34,7.1,52,0.2
Tekken 3D: Prime Edition,64,42,5.9,39,0.2
Marvel: Ultimate Alliance 2,65,7,6.7,9,0.2
Front Mission Evolved,58,52,6.1,24,0.2
From Russia With Love,71,34,8.8,12,0.2
Apache: Air Assault,66,17,6.1,12,0.2
Dying Light,75,40,7.9,1295,0.2
Grandia II,90,17,8.8,57,0.2
Ridge Racer 6,74,65,7.1,28,0.2
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,53,20,7,10,0.2
Zone of the Enders HD Collection,75,21,8.8,20,0.2
Record of Agarest War,71,7,7,35,0.2
Gladius,78,27,8,22,0.2
Earth Defense Force: Insect Armageddon,63,28,7,24,0.2
Dave Mirra Freestyle BMX 2,76,18,8.2,6,0.2
SpongeBob SquarePants: Revenge of the Flying Dutchman,66,4,8.3,10,0.2
Taiko Drum Master,77,35,8.1,8,0.2
Dungeon Hunter Alliance,49,34,6.4,61,0.2
Forgotten Realms: Demon Stone,71,40,6.8,18,0.2
Soldier of Fortune: Payback,50,35,5.6,20,0.2
Afro Samurai,65,52,6.1,27,0.2
Silent Hill: Book of Memories,58,57,5.1,102,0.2
Playboy: The Mansion,59,33,7.5,18,0.2
Baja: Edge of Control,65,35,7.1,18,0.2
Tiger Woods PGA Tour 06,80,15,7.9,8,0.2
Bleach: The 3rd Phantom,59,28,8,10,0.2
MC Groovz Dance Craze,42,8,6.8,9,0.2
The Thing,78,21,6.6,14,0.2
Untold Legends: Dark Kingdom,58,40,7.2,36,0.2
Plants vs. Zombies,85,8,7.9,60,0.2
Baldur's Gate: Dark Alliance,83,25,8.3,26,0.2
Prince of Persia: Warrior Within,83,31,8.6,20,0.2
Warriors Orochi,53,27,7.4,13,0.2
Predator: Concrete Jungle,47,14,8.8,76,0.2
Arcana Heart 3,73,10,7.5,27,0.2
X-Men Origins: Wolverine,55,8,8.1,8,0.2
Big Mutha Truckers 2,51,26,2.1,9,0.2
Armored Core 4,65,36,6.8,25,0.2
Solatorobo: Red the Hunter,76,40,7.9,23,0.2
NHL FaceOff 2001,57,11,4,4,0.2
Mana Khemia 2: Fall of Alchemy,70,12,8.2,17,0.2
The Great Escape,57,19,8,21,0.2
Castlevania: Lords of Shadow 2,63,55,7.8,528,0.2
Big Mutha Truckers,59,12,4.3,9,0.19
Way of the Samurai 4,58,25,6.5,15,0.19
The Hobbit,67,6,9.2,17,0.19
The King of Fighters XI,75,30,8.5,15,0.19
Tom Clancy's Splinter Cell: Essentials,58,37,7.5,39,0.19
Major League Baseball 2K12,68,8,4.4,5,0.19
Family Guy,51,14,6.3,15,0.19
Dead Space 3,78,16,6,1096,0.19
Sniper Elite,76,21,8.9,36,0.19
Harry Potter and the Goblet of Fire,70,13,7.4,16,0.19
Breath of Fire II,81,16,8.8,16,0.19
Test Drive Unlimited 2,72,19,5.7,253,0.19
UFC Personal Trainer: The Ultimate Fitness System,65,8,2.4,5,0.19
Conan,69,49,7.3,67,0.19
No More Heroes: Heroes' Paradise,72,38,7.3,38,0.19
Aliens vs Predator,68,35,7.4,985,0.19
Captain America: Super Soldier,61,34,7.3,40,0.19
Manhunt,74,37,7.9,19,0.19
NCAA Final Four 2003,57,16,6,4,0.19
Dynasty Warriors: Gundam 2,49,30,7,18,0.19
Bound By Flame,53,40,5.9,230,0.19
Spectrobes: Origins,71,22,8.4,16,0.19
DanceMasters,63,30,5.9,7,0.19
Breath of Fire: Dragon Quarter,78,28,6.9,35,0.19
Shiren the Wanderer,71,21,7.6,5,0.19
LEGO Marvel's Avengers,60,4,7.1,15,0.19
Spore Hero Arena,49,11,2.6,8,0.19
Disney's Magical Mirror Starring Mickey Mouse,50,9,8.9,10,0.19
Enchanted Arms,69,54,6.9,60,0.19
Conflict: Denied Ops,52,35,4.9,22,0.19
Mafia III,63,29,3.2,881,0.19
Mace Griffin: Bounty Hunter,62,19,8.3,7,0.19
Legacy of Kain: Defiance,74,30,7.9,21,0.19
Final Fantasy XI,66,25,6.5,33,0.19
Peter Jackson's King Kong: The Official Game of the Movie,56,10,6.4,22,0.19
Fighter Within,23,39,3,211,0.19
Aliens versus Predator: Extinction,66,17,8.4,30,0.19
Shrek: Forever After,57,11,4.5,6,0.19
X-Men Origins: Wolverine,60,6,7.5,12,0.19
NHL Hitz Pro,79,23,8.9,13,0.19
Space Invaders Extreme 2,82,38,7.1,8,0.19
Need for Speed: The Run,65,9,6,26,0.19
Supreme Commander 2,77,54,6.2,803,0.19
Quantum Theory,43,34,5.3,21,0.19
Dawn of Discovery,81,24,8.5,15,0.19
Guitar Hero Live,84,4,6.1,36,0.19
Frequency,83,26,9,29,0.19
Dynasty Warriors 8: Empires,63,30,7.5,42,0.19
2002 FIFA World Cup,79,17,9,4,0.19
SpongeBob SquigglePants 3D,64,8,6,8,0.19
Sudeki,72,75,8.4,49,0.19
Majin and the Forsaken Kingdom,74,46,8.1,24,0.19
Silent Hill HD Collection,69,17,5.6,98,0.19
Arc Rise Fantasia,64,26,7.8,43,0.19
South Park: The Stick of Truth,85,48,8.6,1739,0.19
Teenage Mutant Ninja Turtles 2: Battle Nexus,49,16,4.6,7,0.19
MLB 12: The Show,76,15,7.8,42,0.19
NBA 2K11,82,6,8.6,37,0.19
WWE All Stars,68,11,7,8,0.19
Naruto: Ninja Destiny,61,22,4.4,10,0.19
FaceBreaker,54,57,6.3,19,0.19
Spider-Man: Shattered Dimensions,73,13,7,6,0.19
Lunar Legend,79,20,7.8,8,0.19
Conflict: Global Terror,62,15,8.5,10,0.19
Dante's Inferno,70,14,8.1,46,0.19
Injustice: Gods Among Us,82,5,7.9,112,0.19
Tomb Raider: Underworld,70,9,8.4,10,0.19
Death Jr.,61,40,7.3,21,0.19
Hulk,71,26,7.4,7,0.19
Phantasy Star Universe,68,18,8.5,23,0.19
Gungrave,65,28,8.6,16,0.19
Transworld Surf,76,15,8.5,6,0.19
Tenchu: Fatal Shadows,58,33,8,24,0.19
50 Cent: Blood on the Sand,72,37,7.2,57,0.19
Metro: Last Light,82,71,8.6,2654,0.19
Evolve,77,39,4.3,969,0.19
Resident Evil: Revelations,80,19,7.5,146,0.19
The Legend of Spyro: A New Beginning,67,13,7.3,11,0.19
Armored Core: For Answer,62,22,7.6,31,0.19
Harry Potter and the Prisoner of Azkaban,67,23,8.8,10,0.19
Street Fighter X Tekken,79,25,7.5,66,0.19
The Legend of Heroes: Trails of Cold Steel II,80,23,7.3,73,0.19
Rise of the Kasai,68,37,8,5,0.19
Singstar: Ultimate Party,47,19,4.1,18,0.19
Risen,60,37,6.4,77,0.19
Nostalgia,72,36,7.6,19,0.19
Dynasty Warriors Gundam,55,34,6.8,20,0.19
Chibi-Robo! Park Patrol,78,14,7.5,13,0.19
Tom Clancy's Splinter Cell: Blacklist,82,13,7.4,754,0.19
One Piece: Unlimited Adventure,67,17,8.5,32,0.19
Shaun White Skateboarding,61,26,6.5,8,0.19
Conflict: Denied Ops,51,28,3.1,25,0.19
Binary Domain,74,43,8,185,0.19
Ice Age: Dawn of the Dinosaurs,67,23,7.3,7,0.19
Robin Hood: Defender of the Crown,59,18,5.6,5,0.19
R-Type Final,79,50,9.1,21,0.19
Bolt,59,11,6.8,6,0.19
Sega GT 2002,82,24,8.2,24,0.19
F1 2011,83,10,7.2,83,0.19
Ty the Tasmanian Tiger 3: Night of the Quinkan,68,13,8.1,15,0.19
Samurai Warriors 2: Empires,55,20,7.3,7,0.19
Blood Omen 2,76,22,9,9,0.19
Earth Defense Force: Insect Armageddon,68,40,8.2,45,0.19
Major League Baseball 2K10,74,19,5.3,4,0.19
Saints Row IV,86,45,7.4,1543,0.19
Harry Potter: Quidditch World Cup,69,14,7.5,4,0.19
Dance Central: Spotlight,74,19,7,47,0.19
Warriors: Legends of Troy,44,22,7,24,0.19
La Pucelle: Tactics,79,47,8.5,15,0.19
Arcania: Gothic 4,63,25,4.4,307,0.19
NBA Ballers: Chosen One,55,42,4.2,15,0.19
Tiger Woods PGA Tour 07,81,21,6.8,6,0.19
Disney's Meet the Robinsons,62,11,6.3,4,0.19
Sword Art Online: Hollow Realization,69,32,7.7,52,0.19
The Lord of the Rings: War in the North,66,21,7.1,289,0.19
SBK X: Superbike World Championship,74,13,8.3,8,0.19
